text,label,type_of_problem
Neha called Kunal after he finished the report.,ham,coreference_anaphora
Yeh feature kaafi helpful tha.,ham,oov
"Java course 80% OFF, enroll today: https://air.example/792",spam,wsd
Yeh feature kaafi helpful tha.,ham,oov
"Before the talk began, the slides were updated.",ham,discourse_relations
"Kal meeting hai, please be on time.",ham,oov
"Even though it was late, they kept debugging.",ham,discourse_relations
Fantastic job breaking the build again.,ham,sarcasm
Wonderful timing to push a hotfix at midnight.,ham,sarcasm
Bank alert: verify identity to avoid hold: https://verify.example/883,spam,wsd
He wrote a parser in Java for the assignment.,ham,wsd
Get r!ch fast 💸 join: https://pay.example/398,spam,oov
Kavya called Amit after she finished the report.,ham,coreference_anaphora
The crane lifted the steel beams into place.,ham,wsd
FR33 access 2 premium vids ➜ https://secure.example/786,spam,oov
"Isha emailed Nikhil after she won ₹2,000—claim: https://verify.example/767",spam,coreference_anaphora
"Kal meeting hai, please be on time.",ham,oov
FREE gift 🎁 limited time!! go: https://pay.example/302,spam,oov
Kavya thanked Rahul because she fixed the bug.,ham,coreference_anaphora
"Build baar baar fail ho raha hai, yaar.",ham,oov
"Kal meeting hai, please be on time.",ham,oov
"Naya patch aaya hai, check karna.",ham,oov
You must include error bars in the report.,ham,negation_modality
Exactly what I wanted—more flaky tests.,ham,sarcasm
We picnicked on the bank and watched the boats.,ham,wsd
"If the GPU overheats, the training will stop.",ham,discourse_relations
Isha called Arun after he finished the report.,ham,coreference_anaphora
"Because the dataset was noisy, the accuracy dropped.",ham,discourse_relations
new v1agra dealz 80%OFF 👉 https://pay.example/236,spam,oov
"Because the dataset was noisy, the accuracy dropped.",ham,discourse_relations
Priya argued with Ravi since he missed the deadline.,ham,coreference_anaphora
Wonderful timing to push a hotfix at midnight.,ham,sarcasm
The fix could improve latency.,ham,negation_modality
You must include error bars in the report.,ham,negation_modality
Riya argued with Ravi since he missed the deadline.,ham,coreference_anaphora
"If you confirm today, you get 65% OFF: https://air.example/744",spam,discourse_relations
We may postpone the release until Monday.,ham,negation_modality
It never converged on the small dataset.,ham,negation_modality
Bank alert: verify identity to avoid hold: https://gift.example/131,spam,wsd
Slides updated—see v2.1 notes 👍,ham,oov
The fix could improve latency.,ham,negation_modality
They grilled the bass with lemon and herbs.,ham,wsd
"Build baar baar fail ho raha hai, yaar.",ham,oov
Fantastic job breaking the build again.,ham,sarcasm
"Kal meeting hai, please be on time.",ham,oov
"After the upgrade finished, tests started failing.",ham,discourse_relations
You should not remove the validation split.,ham,negation_modality
"If the GPU overheats, the training will stop.",ham,discourse_relations
Isha handed the laptop to Arun while he packed the cables.,ham,coreference_anaphora
new v1agra dealz 60%OFF 👉 https://gift.example/863,spam,oov
Slides updated—see v2.1 notes 👍,ham,oov
"Kal meeting hai, please be on time.",ham,oov
You must verify now or the account may be locked: https://verify.example/711,spam,negation_modality
Model output thoda weird lag raha hai.,ham,oov
The crane lifted the steel beams into place.,ham,wsd
"If you confirm today, you get 60% OFF: https://gift.example/648",spam,discourse_relations
Isha handed the laptop to Vikram while he packed the cables.,ham,coreference_anaphora
Isha argued with Rahul since he missed the deadline.,ham,coreference_anaphora
Isha praised Rahul as she solved the issue quickly.,ham,coreference_anaphora
FREE gift 🎁 limited time!! go: https://gift.example/351,spam,oov
You must include error bars in the report.,ham,negation_modality
Exactly what I wanted—more flaky tests.,ham,sarcasm
Get r!ch fast 💸 join: https://pay.example/881,spam,oov
"Because your trial ended, renew now to avoid suspension: https://verify.example/362",spam,discourse_relations
Maya argued with Vikram since she missed the deadline.,ham,coreference_anaphora
The fix could improve latency.,ham,negation_modality
He tuned the bass before the concert.,ham,wsd
Get r!ch fast 💸 join: https://bank.example/390,spam,oov
Isha handed the laptop to Vikram while he packed the cables.,ham,coreference_anaphora
"Although you ignored the last alert, we can still restore access: https://secure.example/501",spam,discourse_relations
Wonderful timing to push a hotfix at midnight.,ham,sarcasm
Wonderful timing to push a hotfix at midnight.,ham,sarcasm
Isha emailed Rahul when he reached the office.,ham,coreference_anaphora
Fantastic job breaking the build again.,ham,sarcasm
This offer might expire today—act fast: https://air.example/517,spam,negation_modality
"Great, another crash—just what I needed.",ham,sarcasm
"Kal meeting hai, please be on time.",ham,oov
Model output thoda weird lag raha hai.,ham,oov
Model output thoda weird lag raha hai.,ham,oov
Password cannot be reset unless you confirm here: https://verify.example/332,spam,negation_modality
"Oh perfect, the network died during the demo.",ham,sarcasm
Maya handed the laptop to Amit while he packed the cables.,ham,coreference_anaphora
"Although you ignored the last alert, we can still restore access: https://verify.example/467",spam,discourse_relations
Maya argued with Vikram since she missed the deadline.,ham,coreference_anaphora
"After the upgrade finished, tests started failing.",ham,discourse_relations
Sara called Vikram after he finished the report.,ham,coreference_anaphora
Exactly what I wanted—more flaky tests.,ham,sarcasm
A crane stood quietly by the lake at dawn.,ham,wsd
Neha called Kunal since she ignored the alert—fix: https://air.example/577,spam,coreference_anaphora
Anita handed the laptop to Arun while he packed the cables.,ham,coreference_anaphora
The crane lifted the steel beams into place.,ham,wsd
"Although the interface is simple, new users struggle.",ham,discourse_relations
"Because the dataset was noisy, the accuracy dropped.",ham,discourse_relations
Maya emailed Nikhil when she reached the office.,ham,coreference_anaphora
We might deploy on Friday if tests pass.,ham,negation_modality
"Although the interface is simple, new users struggle.",ham,discourse_relations
"If you confirm today, you get 50% OFF: https://gift.example/823",spam,discourse_relations
"Great, another crash—just what I needed.",ham,sarcasm
Get r!ch fast 💸 join: https://pay.example/667,spam,oov
"Kal meeting hai, please be on time.",ham,oov
The model is not better than the baseline.,ham,negation_modality
"Before the talk began, the slides were updated.",ham,discourse_relations
"Although the interface is simple, new users struggle.",ham,discourse_relations
The model is not better than the baseline.,ham,negation_modality
Sara praised Sanjay as he solved the issue quickly.,ham,coreference_anaphora
"Although you ignored the last alert, we can still restore access: https://air.example/963",spam,discourse_relations
Riya emailed Arun when she reached the office.,ham,coreference_anaphora
A crane stood quietly by the lake at dawn.,ham,wsd
"Great, another crash—just what I needed.",ham,sarcasm
"Before the deadline, complete KYC to continue: https://bank.example/118",spam,discourse_relations
"Perf spiked on dataset_z13b, investigating.",ham,oov
Anita handed the parcel to Nikhil while she confirmed delivery at https://pay.example/531,spam,coreference_anaphora
Priya praised Vikram as he solved the issue quickly.,ham,coreference_anaphora
Slides updated—see v2.1 notes 👍,ham,oov
We might deploy on Friday if tests pass.,ham,negation_modality
"Naya patch aaya hai, check karna.",ham,oov
Anita argued with Arun since he missed the deadline.,ham,coreference_anaphora
A crane stood quietly by the lake at dawn.,ham,wsd
Get r!ch fast 💸 join: https://bank.example/655,spam,oov
The fix could improve latency.,ham,negation_modality
Riya praised Ravi as he solved the issue quickly.,ham,coreference_anaphora
"Although the interface is simple, new users struggle.",ham,discourse_relations
"Kal meeting hai, please be on time.",ham,oov
"Wonderful timing, we 'randomly' picked you for a reward: https://gift.example/380",spam,sarcasm
Maya praised Vikram as she solved the issue quickly.,ham,coreference_anaphora
Riya argued with Nikhil since he missed the deadline.,ham,coreference_anaphora
new v1agra dealz 60%OFF 👉 https://pay.example/505,spam,oov
"Win ₹5,000 now #HotDealz 😎 tap → https://bank.example/146",spam,oov
"Win ₹5,000 now #HotDealz 😎 tap → https://dealz.example/250",spam,oov
Anita thanked Arun because he fixed the bug.,ham,coreference_anaphora
"Win ₹10,000 now #HotDealz 😎 tap → https://dealz.example/665",spam,oov
Access may be suspended unless you renew: https://gift.example/989,spam,negation_modality
He wrote a parser in Java for the assignment.,ham,wsd
Model output thoda weird lag raha hai.,ham,oov
Yeh feature kaafi helpful tha.,ham,oov
"Before the deadline, complete KYC to continue: https://promo.example/566",spam,discourse_relations
Wonderful timing to push a hotfix at midnight.,ham,sarcasm
Win a free bass guitar! Confirm shipping: https://dealz.example/426,spam,wsd
You must include error bars in the report.,ham,negation_modality
You must verify now or the account may be locked: https://gift.example/801,spam,negation_modality
A crane stood quietly by the lake at dawn.,ham,wsd
Priya thanked Sanjay because she fixed the bug.,ham,coreference_anaphora
"After the upgrade finished, tests started failing.",ham,discourse_relations
"Because your trial ended, renew now to avoid suspension: https://pay.example/894",spam,discourse_relations
The crane lifted the steel beams into place.,ham,wsd
"Oh perfect, the network died during the demo.",ham,sarcasm
"Naya patch aaya hai, check karna.",ham,oov
Maya thanked Sanjay because he fixed the bug.,ham,coreference_anaphora
